age_v,income_v,employment_length_v,loan_amount_v,loan_interest_rate_v,loan_percent_income_v,credit_history_length_v,age_a,income_a,employment_length_a,loan_amount_a,loan_interest_rate_a,loan_percent_income_a,credit_history_length_a,y,loan_intent,home_ownership,default_on_file,id
28,69000,5.0,25000,19.41,0.36,5,0.008,0.071,-0.028,0.232,0.346,0.098,0.004,0.941,DEBTCONSOLIDATION,MORTGAGE,Y,21718
34,73000,0.0,10000,11.11,0.14,10,-0.02,0.035,0.009,-0.006,-0.065,-0.069,-0.014,0.081,PERSONAL,RENT,N,21719
32,73000,4.0,10000,8.59,0.14,8,-0.016,0.033,-0.003,0.003,-0.096,-0.066,-0.006,0.061,DEBTCONSOLIDATION,RENT,N,21720
32,75000,10.0,20000,16.45,0.27,8,-0.005,-0.184,-0.018,0.178,0.284,-0.143,0.006,0.329,VENTURE,MORTGAGE,Y,21721
28,75000,9.0,9600,10.62,0.13,7,0.004,-0.091,0.015,-0.011,-0.043,-0.043,0.002,0.044,DEBTCONSOLIDATION,MORTGAGE,N,21722
28,74000,12.0,10000,11.71,0.14,8,-0.005,0.065,-0.037,-0.013,-0.02,-0.037,-0.004,0.159,HOMEIMPROVEMENT,RENT,N,21723
33,74520,4.0,10000,16.89,0.13,10,-0.012,0.153,-0.045,0.01,0.37,-0.032,-0.047,0.608,HOMEIMPROVEMENT,RENT,N,21724
27,75000,4.0,20150,11.36,0.27,6,0.002,-0.153,-0.023,0.132,-0.017,-0.114,-0.003,0.034,PERSONAL,MORTGAGE,N,21725
28,75000,6.0,10000,7.9,0.13,5,0.006,-0.097,-0.002,-0.003,-0.054,-0.039,-0.002,0.019,VENTURE,RENT,N,21726
35,75000,2.0,25000,10.99,0.33,7,-0.001,-0.235,-0.002,0.215,0.013,0.183,-0.015,0.367,MEDICAL,OWN,N,21727
27,75000,5.0,8500,17.19,0.11,5,-0.01,-0.192,-0.103,-0.037,0.276,-0.027,0.004,0.12,HOMEIMPROVEMENT,MORTGAGE,N,21728
29,75000,4.0,14400,13.92,0.19,9,-0.003,-0.128,-0.014,0.032,-0.007,-0.056,0.003,0.036,DEBTCONSOLIDATION,MORTGAGE,N,21729
32,75000,10.0,22000,13.92,0.29,10,0.006,-0.146,0.032,0.174,0.026,-0.135,-0.004,0.163,PERSONAL,MORTGAGE,N,21730
32,75000,3.0,10000,7.29,0.13,10,-0.008,-0.067,-0.013,-0.001,-0.068,-0.045,-0.004,0.004,HOMEIMPROVEMENT,RENT,N,21731
32,75000,2.0,2000,15.65,0.03,10,-0.019,-0.165,0.048,-0.14,0.315,-0.015,-0.051,0.184,EDUCATION,MORTGAGE,Y,21732
30,75000,2.0,10000,7.29,0.13,9,-0.005,-0.071,-0.004,-0.0,-0.08,-0.046,0.013,0.017,HOMEIMPROVEMENT,RENT,N,21733
27,75000,9.0,10000,9.63,0.13,9,0.01,-0.048,0.03,0.004,0.003,-0.045,0.037,0.201,EDUCATION,RENT,N,21734
34,75000,2.0,10000,10.0,0.13,8,-0.016,-0.073,-0.006,-0.001,-0.047,-0.051,0.008,0.023,PERSONAL,RENT,N,21735
34,58650,7.0,12000,20.17,0.17,10,-0.029,0.044,-0.006,0.032,0.659,-0.006,0.021,0.924,MEDICAL,MORTGAGE,Y,21736
32,75000,5.0,15000,13.57,0.2,6,-0.004,-0.125,-0.012,0.05,-0.002,-0.09,-0.002,0.025,PERSONAL,MORTGAGE,N,21737
31,75000,8.0,15600,11.83,0.21,5,0.003,-0.149,0.017,0.098,-0.001,-0.116,0.006,0.067,VENTURE,MORTGAGE,N,21738
30,75000,4.0,15000,11.48,0.2,7,0.001,-0.131,-0.022,0.053,-0.012,-0.072,-0.002,0.024,VENTURE,MORTGAGE,N,21739
28,75000,2.0,20000,12.18,0.27,5,-0.001,-0.176,-0.009,0.147,0.001,-0.119,-0.002,0.051,MEDICAL,MORTGAGE,N,21740
28,75000,3.0,6000,11.48,0.08,8,-0.0,-0.102,-0.018,-0.048,-0.024,-0.003,0.0,0.016,HOMEIMPROVEMENT,MORTGAGE,N,21741
27,75000,1.0,18000,13.57,0.24,9,-0.0,-0.144,0.007,0.081,-0.013,-0.085,0.004,0.06,PERSONAL,MORTGAGE,Y,21742
31,75000,1.0,10000,13.47,0.13,6,-0.003,-0.12,0.005,0.002,-0.008,-0.052,-0.002,0.033,MEDICAL,RENT,Y,21743
29,75000,9.0,10000,11.48,0.13,10,0.005,-0.11,0.013,-0.014,-0.018,-0.033,-0.005,0.048,DEBTCONSOLIDATION,MORTGAGE,N,21744
28,77250,1.0,10000,9.2,0.13,7,0.001,-0.049,-0.002,0.002,-0.088,-0.05,0.001,0.024,PERSONAL,RENT,N,21745
31,60775,4.0,10000,16.49,0.14,6,0.004,-0.153,-0.048,0.011,0.288,-0.056,0.003,0.259,MEDICAL,RENT,Y,21746
31,75000,3.0,8000,18.21,0.11,7,-0.006,-0.179,-0.11,-0.057,0.276,-0.032,-0.01,0.092,VENTURE,MORTGAGE,Y,21747
29,75000,1.0,12000,9.63,0.16,6,-0.003,-0.11,-0.001,0.025,-0.055,-0.042,-0.004,0.019,MEDICAL,MORTGAGE,N,21748
32,75000,0.0,10000,11.89,0.13,5,-0.002,-0.101,0.007,-0.003,-0.033,-0.049,0.0,0.028,EDUCATION,MORTGAGE,N,21749
31,78504,2.0,10000,11.41,0.13,8,0.004,0.019,-0.008,0.003,-0.04,-0.069,-0.005,0.114,EDUCATION,RENT,Y,21750
35,79000,7.0,10000,7.51,0.13,8,-0.028,0.008,0.006,-0.004,-0.091,-0.055,-0.001,0.045,MEDICAL,RENT,N,21751
33,75000,13.0,4000,14.11,0.05,7,0.012,-0.111,0.018,-0.07,0.191,-0.012,0.019,0.257,VENTURE,MORTGAGE,N,21752
28,75000,5.0,10000,12.21,0.13,5,0.003,-0.115,-0.015,-0.009,-0.009,-0.039,-0.0,0.025,VENTURE,MORTGAGE,N,21753
28,79200,6.0,10000,7.66,0.13,10,0.001,-0.027,-0.004,-0.004,-0.081,-0.046,-0.022,0.027,MEDICAL,RENT,N,21754
29,80000,3.0,10000,17.27,0.13,8,-0.003,-0.288,-0.043,-0.026,0.234,-0.05,-0.0,0.033,EDUCATION,RENT,N,21755
34,80000,6.0,10000,9.91,0.13,7,-0.007,-0.114,-0.005,-0.003,-0.037,-0.039,-0.001,0.005,DEBTCONSOLIDATION,RENT,N,21756
28,75000,4.0,7200,15.05,0.1,6,-0.01,-0.165,-0.075,-0.036,0.208,-0.019,-0.004,0.109,VENTURE,OTHER,Y,21757
31,75000,0.0,20000,14.74,0.27,10,-0.001,-0.197,0.051,0.165,0.24,-0.111,-0.018,0.338,EDUCATION,MORTGAGE,N,21758
27,75000,11.0,6000,13.47,0.08,7,0.0,-0.107,0.015,-0.075,0.001,0.003,0.003,0.05,HOMEIMPROVEMENT,OWN,N,21759
27,75000,0.0,4200,9.32,0.06,8,0.001,-0.061,-0.002,-0.055,-0.062,-0.003,0.012,0.041,EDUCATION,MORTGAGE,N,21760
27,75000,2.0,8000,10.95,0.11,7,-0.0,-0.088,-0.005,-0.021,-0.043,-0.037,-0.002,0.014,VENTURE,MORTGAGE,N,21761
33,75000,3.0,15000,12.21,0.2,10,0.001,-0.135,-0.018,0.056,0.007,-0.077,-0.006,0.037,HOMEIMPROVEMENT,MORTGAGE,N,21762
34,75000,7.0,6500,9.38,0.09,7,-0.019,-0.07,-0.001,-0.047,-0.05,-0.005,-0.002,0.017,DEBTCONSOLIDATION,MORTGAGE,N,21763
31,80000,3.0,10000,7.66,0.13,7,0.002,-0.09,-0.009,-0.005,-0.027,-0.062,-0.001,0.018,VENTURE,RENT,N,21764
27,75000,1.0,3900,10.51,0.05,8,0.002,-0.059,-0.004,-0.059,-0.039,-0.017,0.012,0.046,HOMEIMPROVEMENT,MORTGAGE,N,21765
27,58650,5.0,7500,15.07,0.11,9,0.009,0.119,-0.056,-0.001,0.37,-0.013,-0.002,0.634,MEDICAL,MORTGAGE,Y,21766
28,75000,12.0,15250,11.34,0.2,5,-0.007,-0.115,0.024,0.068,-0.016,-0.108,0.003,0.058,VENTURE,MORTGAGE,N,21767
33,75000,17.0,6000,7.68,0.08,7,-0.013,-0.082,0.012,-0.054,-0.07,-0.004,0.009,0.007,PERSONAL,OWN,N,21768
29,75000,0.0,3000,9.45,0.04,10,0.0,-0.091,0.004,-0.039,-0.064,0.012,-0.003,0.028,PERSONAL,MORTGAGE,N,21769
30,69000,0.0,14000,10.14,0.2,10,-0.005,0.145,0.082,0.081,-0.038,-0.11,0.007,0.371,DEBTCONSOLIDATION,MORTGAGE,N,21770
31,80000,0.0,10000,8.59,0.13,6,-0.003,-0.101,0.007,-0.001,-0.061,-0.047,-0.001,0.003,HOMEIMPROVEMENT,RENT,N,21771
27,75000,11.0,21000,15.2,0.28,8,-0.003,-0.183,0.01,0.182,0.237,-0.158,0.014,0.31,EDUCATION,MORTGAGE,N,21772
27,75000,0.0,7500,8.38,0.1,6,0.002,-0.084,0.007,-0.01,-0.075,-0.034,-0.003,0.014,HOMEIMPROVEMENT,OWN,N,21773
29,69000,2.0,25000,12.8,0.36,5,0.013,0.138,0.071,0.215,0.133,0.163,-0.001,0.94,HOMEIMPROVEMENT,MORTGAGE,Y,21774
27,80004,11.0,10000,15.2,0.12,7,-0.005,-0.271,-0.023,-0.009,0.177,-0.034,-0.002,0.043,PERSONAL,RENT,N,21775
35,75000,5.0,5000,8.7,0.07,9,-0.022,-0.081,-0.004,-0.037,-0.043,0.008,0.011,0.04,PERSONAL,MORTGAGE,N,21776
35,80004,5.0,10000,7.51,0.12,10,-0.005,-0.092,-0.007,-0.003,-0.045,-0.045,-0.007,0.005,EDUCATION,RENT,N,21777
30,81004,3.0,10000,6.91,0.12,9,0.003,-0.087,-0.012,-0.0,-0.059,-0.045,0.001,0.01,VENTURE,RENT,N,21778
27,75288,12.0,18050,10.0,0.24,10,-0.004,-0.105,0.021,0.08,-0.021,-0.117,-0.013,0.05,MEDICAL,MORTGAGE,N,21779
32,75333,1.0,15000,11.58,0.2,5,-0.0,-0.142,0.0,0.059,-0.015,-0.076,0.001,0.037,EDUCATION,MORTGAGE,N,21780
27,75400,3.0,6000,7.74,0.08,9,-0.002,-0.067,-0.015,-0.041,-0.071,-0.008,0.01,0.014,MEDICAL,MORTGAGE,N,21781
27,75500,8.0,9000,7.9,0.12,5,0.007,-0.095,0.011,-0.003,-0.056,-0.034,-0.002,0.037,EDUCATION,MORTGAGE,N,21782
28,75500,12.0,3500,14.91,0.05,9,-0.005,-0.118,-0.028,-0.087,0.197,-0.017,0.01,0.161,EDUCATION,MORTGAGE,N,21783
35,75573,9.0,22000,9.88,0.29,8,-0.032,-0.081,0.025,0.151,-0.046,-0.159,0.019,0.088,HOMEIMPROVEMENT,MORTGAGE,N,21784
29,83000,13.0,10000,11.99,0.12,6,-0.004,-0.033,-0.03,-0.023,0.003,-0.042,-0.006,0.075,EDUCATION,RENT,N,21785
27,75600,4.0,25000,13.61,0.33,6,-0.006,-0.232,-0.037,0.209,0.075,0.157,-0.01,0.366,PERSONAL,MORTGAGE,N,21786
28,83004,3.0,10000,11.86,0.12,10,0.004,-0.027,-0.017,-0.012,0.003,-0.058,-0.017,0.085,DEBTCONSOLIDATION,RENT,N,21787
28,65984,12.0,10000,15.33,0.13,5,0.008,0.007,-0.039,0.016,0.352,-0.037,-0.005,0.511,MEDICAL,RENT,N,21788
27,75670,0.0,10000,8.94,0.13,10,0.003,-0.065,0.008,-0.001,-0.076,-0.05,0.001,0.029,MEDICAL,MORTGAGE,N,21789
30,75689,13.0,10000,13.48,0.13,8,-0.004,-0.086,-0.016,-0.011,-0.0,-0.043,0.007,0.057,HOMEIMPROVEMENT,MORTGAGE,N,21790
33,75693,5.0,22000,10.25,0.29,10,-0.007,-0.104,-0.018,0.14,-0.017,-0.147,-0.005,0.05,EDUCATION,MORTGAGE,N,21791
27,77976,2.0,10000,13.85,0.13,5,0.004,-0.037,-0.015,0.007,0.027,-0.074,0.001,0.123,VENTURE,RENT,Y,21792
29,59354,5.0,9600,13.67,0.14,10,0.055,0.172,-0.013,0.005,0.094,-0.042,0.098,0.579,MEDICAL,MORTGAGE,Y,21793
27,75852,0.0,4000,9.32,0.05,9,0.002,-0.048,0.005,-0.048,-0.066,-0.015,0.014,0.054,DEBTCONSOLIDATION,MORTGAGE,N,21794
33,78000,7.0,10000,13.06,0.13,9,-0.002,0.048,0.017,-0.004,0.046,-0.054,-0.021,0.24,HOMEIMPROVEMENT,RENT,Y,21795
30,59497,4.0,17000,16.89,0.24,8,0.011,0.064,-0.052,0.119,0.399,-0.103,0.033,0.681,MEDICAL,MORTGAGE,N,21796
29,75996,3.0,8000,10.74,0.11,10,0.003,-0.087,-0.016,-0.02,-0.038,-0.039,-0.003,0.01,VENTURE,OWN,N,21797
32,84456,5.0,10000,9.88,0.12,10,-0.005,-0.076,-0.013,-0.004,-0.048,-0.039,-0.009,0.016,DEBTCONSOLIDATION,RENT,N,21798
33,84996,17.0,10000,8.0,0.12,10,-0.003,-0.098,0.001,-0.01,-0.062,-0.036,-0.0,0.003,EDUCATION,RENT,N,21799
27,84996,12.0,10000,10.51,0.12,7,0.003,-0.142,0.004,-0.011,-0.026,-0.029,-0.0,0.009,PERSONAL,RENT,N,21800
29,76000,13.0,28000,16.77,0.37,10,-0.093,-0.12,-0.057,0.113,0.241,-0.05,-0.009,0.236,MEDICAL,OWN,N,21801
30,85000,4.0,10000,6.62,0.12,9,0.003,-0.122,-0.005,-0.003,-0.046,-0.036,0.002,0.004,HOMEIMPROVEMENT,RENT,N,21802
27,76000,7.0,6400,10.65,0.08,7,0.005,-0.008,0.021,-0.07,-0.04,-0.003,0.002,0.116,EDUCATION,MORTGAGE,N,21803
28,70000,12.0,9000,5.42,0.13,7,0.004,-0.091,0.001,-0.006,-0.083,-0.026,0.005,0.013,DEBTCONSOLIDATION,MORTGAGE,N,21804
34,85000,3.0,10000,12.87,0.12,7,-0.004,-0.154,-0.008,-0.001,0.009,-0.043,-0.002,0.007,HOMEIMPROVEMENT,RENT,N,21805
30,85000,0.0,10000,13.16,0.12,10,0.001,-0.158,0.015,-0.007,0.011,-0.045,-0.016,0.011,DEBTCONSOLIDATION,RENT,Y,21806
35,76000,6.0,10000,5.42,0.13,10,-0.006,-0.033,0.0,0.001,-0.125,-0.035,-0.009,0.003,PERSONAL,MORTGAGE,N,21807
30,76000,5.0,6250,7.88,0.08,10,-0.009,-0.04,-0.013,-0.045,-0.085,-0.001,-0.009,0.008,HOMEIMPROVEMENT,MORTGAGE,N,21808
27,85248,0.0,10000,9.99,0.12,9,0.002,-0.123,0.01,-0.004,-0.045,-0.041,-0.0,0.009,MEDICAL,RENT,N,21809
27,76000,2.0,10000,10.99,0.13,9,0.004,-0.043,-0.012,-0.002,-0.055,-0.059,-0.001,0.041,DEBTCONSOLIDATION,MORTGAGE,N,21810
29,88000,7.0,10000,7.51,0.11,5,0.003,-0.067,-0.032,-0.005,-0.061,-0.035,0.001,0.014,HOMEIMPROVEMENT,RENT,N,21811
27,88000,4.0,10000,7.51,0.11,7,0.02,0.009,0.011,0.017,-0.072,-0.06,0.013,0.148,VENTURE,RENT,N,21812
31,89000,1.0,10000,10.99,0.11,9,-0.01,-0.063,0.011,0.003,-0.065,-0.049,-0.002,0.035,VENTURE,RENT,N,21813
27,89904,1.0,10000,10.0,0.11,5,0.004,-0.037,0.009,0.013,-0.053,-0.053,-0.005,0.089,EDUCATION,RENT,N,21814
34,70000,7.0,17000,11.14,0.24,8,-0.013,-0.162,-0.0,0.051,-0.016,-0.061,0.003,0.012,DEBTCONSOLIDATION,MORTGAGE,N,21815
31,78000,15.0,10000,14.27,0.13,10,-0.007,0.103,0.06,-0.0,0.156,-0.05,-0.061,0.411,EDUCATION,RENT,N,21816
27,90000,7.0,10000,14.27,0.11,8,0.001,-0.195,-0.0,0.002,0.025,-0.03,-0.003,0.009,VENTURE,RENT,Y,21817
30,76080,8.0,12000,11.14,0.16,5,-0.011,-0.046,0.019,0.01,-0.042,-0.057,0.003,0.085,HOMEIMPROVEMENT,MORTGAGE,N,21818
29,76176,12.0,4800,6.99,0.06,7,-0.002,-0.043,0.014,-0.04,-0.121,-0.009,0.003,0.012,MEDICAL,MORTGAGE,N,21819
30,76200,3.0,3200,8.49,0.04,7,-0.003,-0.051,-0.018,-0.052,-0.068,0.019,-0.006,0.03,HOMEIMPROVEMENT,MORTGAGE,N,21820
29,76200,13.0,20000,6.91,0.26,7,0.002,-0.083,-0.002,0.115,-0.112,-0.098,0.002,0.036,EDUCATION,MORTGAGE,N,21821
33,76248,17.0,10400,7.66,0.14,5,-0.025,-0.021,0.017,-0.01,-0.088,-0.05,0.001,0.033,MEDICAL,MORTGAGE,N,21822
27,90000,4.0,10000,7.49,0.11,10,0.002,-0.114,-0.006,0.002,-0.049,-0.035,-0.008,0.003,HOMEIMPROVEMENT,RENT,N,21823
30,90000,14.0,10000,15.62,0.11,6,-0.004,-0.304,-0.03,0.002,0.177,-0.018,-0.003,0.031,PERSONAL,RENT,Y,21824
30,76404,14.0,12000,6.54,0.16,5,0.007,-0.076,0.046,0.023,-0.074,-0.055,0.008,0.09,MEDICAL,MORTGAGE,N,21825
27,90000,3.0,10000,7.66,0.11,7,0.0,-0.122,-0.009,0.0,-0.04,-0.035,0.001,0.004,DEBTCONSOLIDATION,RENT,N,21826
28,76500,12.0,10000,12.42,0.13,7,0.003,-0.031,0.021,-0.013,-0.012,-0.052,0.002,0.129,MEDICAL,MORTGAGE,N,21827
29,76500,13.0,13475,8.94,0.18,9,-0.012,-0.049,-0.002,0.016,-0.071,-0.054,0.003,0.042,EDUCATION,MORTGAGE,N,21828
32,90000,2.0,10000,11.12,0.11,8,-0.001,-0.135,-0.002,0.001,-0.034,-0.031,-0.004,0.003,DEBTCONSOLIDATION,RENT,N,21829
29,76596,14.0,17600,13.16,0.23,7,0.017,-0.038,0.042,0.093,0.066,-0.148,0.009,0.251,HOMEIMPROVEMENT,MORTGAGE,N,21830
30,90000,4.0,10000,14.18,0.11,10,0.0,-0.215,-0.008,-0.002,0.079,-0.037,-0.008,0.018,EDUCATION,RENT,Y,21831
27,76788,0.0,17000,12.42,0.22,10,-0.002,-0.087,0.006,0.032,-0.022,-0.077,-0.016,0.043,DEBTCONSOLIDATION,MORTGAGE,N,21832
27,60174,11.0,3025,10.99,0.04,10,0.023,-0.031,0.057,-0.063,0.022,0.055,0.065,0.338,MEDICAL,MORTGAGE,N,21833
27,76800,3.0,5000,11.49,0.07,7,0.006,-0.056,-0.028,-0.057,-0.02,-0.009,-0.002,0.044,EDUCATION,MORTGAGE,N,21834
27,70800,0.0,20000,21.21,0.28,8,0.004,-0.017,0.048,0.144,0.609,-0.053,0.018,0.963,EDUCATION,MORTGAGE,Y,21835
28,76992,8.0,1800,12.18,0.02,8,0.007,-0.052,0.007,-0.117,-0.026,0.022,-0.0,0.051,EDUCATION,MORTGAGE,N,21836
31,77000,4.0,10000,14.65,0.13,5,0.009,-0.001,-0.049,0.014,0.137,-0.078,0.003,0.246,VENTURE,MORTGAGE,N,21837
32,77000,9.0,10000,16.77,0.13,8,-0.009,0.009,0.019,0.01,0.365,-0.041,-0.001,0.561,EDUCATION,MORTGAGE,Y,21838
30,80004,2.0,10000,12.21,0.12,6,-0.001,-0.146,0.0,-0.002,-0.011,-0.043,-0.002,0.005,DEBTCONSOLIDATION,RENT,N,21839
31,77000,15.0,6000,12.69,0.08,8,-0.007,-0.035,0.029,-0.096,-0.006,-0.005,-0.001,0.089,HOMEIMPROVEMENT,MORTGAGE,N,21840
27,77000,12.0,4900,6.03,0.06,7,0.003,-0.038,0.014,-0.036,-0.135,-0.008,0.005,0.015,EDUCATION,MORTGAGE,N,21841
28,77000,4.0,2600,11.71,0.03,5,0.017,-0.039,-0.02,-0.077,-0.016,0.053,0.004,0.132,DEBTCONSOLIDATION,MORTGAGE,N,21842
29,93000,1.0,10000,11.14,0.11,8,0.001,-0.099,0.01,0.004,-0.051,-0.047,-0.006,0.022,HOMEIMPROVEMENT,RENT,N,21843
33,77000,9.0,12000,7.29,0.16,10,-0.01,-0.045,0.008,0.013,-0.116,-0.042,-0.007,0.01,PERSONAL,MORTGAGE,N,21844
27,77000,11.0,18500,11.11,0.24,10,0.002,-0.066,0.026,0.128,-0.04,-0.167,-0.021,0.072,VENTURE,MORTGAGE,N,21845
34,95000,7.0,10000,9.99,0.11,6,-0.007,-0.121,-0.009,0.003,-0.036,-0.029,-0.003,0.009,MEDICAL,RENT,N,21846
30,77000,4.0,8000,7.14,0.1,7,-0.008,-0.044,-0.015,-0.019,-0.082,-0.032,0.001,0.011,DEBTCONSOLIDATION,MORTGAGE,N,21847
35,60350,15.0,25000,16.82,0.35,5,0.013,-0.115,-0.109,0.295,0.272,-0.025,0.012,0.552,MEDICAL,MORTGAGE,N,21848
29,95000,1.0,10000,10.38,0.11,5,-0.0,-0.123,0.008,0.005,-0.049,-0.036,-0.003,0.012,PERSONAL,RENT,N,21849
29,77000,3.0,5000,7.14,0.06,7,-0.0,-0.046,-0.016,-0.027,-0.101,-0.017,0.001,0.003,PERSONAL,MORTGAGE,N,21850
30,77000,5.0,1500,6.39,0.02,7,-0.001,-0.049,-0.015,-0.049,-0.099,0.009,0.0,0.007,DEBTCONSOLIDATION,MORTGAGE,N,21851
30,77000,2.0,25000,12.18,0.32,10,0.003,-0.143,0.004,0.193,0.017,0.123,-0.034,0.372,PERSONAL,MORTGAGE,N,21852
27,71000,0.0,5000,17.39,0.07,9,0.004,0.017,0.133,-0.016,0.559,-0.006,-0.015,0.884,VENTURE,OWN,N,21853
28,77000,5.0,15000,12.21,0.19,5,-0.009,-0.085,-0.016,0.078,0.007,-0.115,0.002,0.071,PERSONAL,MORTGAGE,N,21854
27,146000,3.0,10175,12.99,0.07,6,0.069,-0.041,0.034,0.06,0.121,0.029,0.028,0.51,VENTURE,RENT,N,21855
35,77040,8.0,5900,5.99,0.08,7,-0.015,-0.039,0.002,-0.056,-0.099,0.003,0.002,0.007,HOMEIMPROVEMENT,MORTGAGE,N,21856
29,44000,0.0,10200,10.2,0.23,8,-0.009,0.167,-0.017,0.014,-0.062,-0.1,-0.007,0.196,EDUCATION,RENT,N,21857
27,77065,11.0,23700,6.17,0.31,10,-0.002,-0.08,-0.015,0.115,-0.212,0.082,-0.041,0.058,PERSONAL,MORTGAGE,N,21858
27,48000,5.0,10200,10.38,0.21,10,-0.004,-0.046,-0.011,-0.003,-0.038,-0.065,-0.006,0.038,MEDICAL,RENT,N,21859
28,54400,0.0,10200,16.89,0.16,5,-0.0,0.122,0.09,-0.0,0.498,-0.041,-0.003,0.874,MEDICAL,RENT,N,21860
29,77248,13.0,21600,13.85,0.28,7,-0.001,-0.045,-0.014,0.174,0.019,-0.159,0.003,0.187,HOMEIMPROVEMENT,MORTGAGE,Y,21861
28,90000,1.0,10200,8.9,0.11,8,0.002,-0.13,0.003,0.005,-0.044,-0.034,-0.002,0.011,PERSONAL,RENT,N,21862
35,77268,11.0,7500,11.03,0.1,7,-0.018,-0.019,0.013,-0.031,-0.05,-0.034,-0.004,0.066,EDUCATION,MORTGAGE,N,21863
30,77270,9.0,3000,7.74,0.04,5,-0.001,-0.031,0.006,-0.063,-0.129,0.021,0.004,0.018,HOMEIMPROVEMENT,MORTGAGE,N,21864
29,77367,12.0,1000,7.37,0.01,9,0.0,-0.057,0.007,-0.072,-0.074,-0.011,0.003,0.006,EDUCATION,OWN,N,21865
31,21000,15.0,11000,8.59,0.52,6,0.023,0.167,-0.001,0.03,-0.037,0.381,0.007,0.78,MEDICAL,RENT,N,21866
29,71400,14.0,10000,14.27,0.14,8,0.007,0.07,0.056,0.01,0.16,-0.036,-0.001,0.477,PERSONAL,MORTGAGE,N,21867
28,77500,3.0,8000,8.49,0.1,7,0.001,-0.05,-0.021,-0.02,-0.06,-0.038,0.001,0.024,EDUCATION,OWN,N,21868
30,77500,2.0,9000,7.88,0.12,7,-0.004,-0.044,-0.006,0.002,-0.114,-0.04,0.002,0.007,DEBTCONSOLIDATION,MORTGAGE,N,21869
27,30000,8.0,11000,9.91,0.37,10,0.004,0.238,-0.012,0.037,-0.035,0.301,0.004,0.746,DEBTCONSOLIDATION,RENT,N,21870
28,77544,2.0,15000,16.63,0.19,5,-0.008,-0.084,0.053,0.04,0.422,-0.093,-0.003,0.536,PERSONAL,MORTGAGE,Y,21871
28,71652,11.0,25000,20.03,0.35,9,-0.019,-0.106,-0.022,0.188,0.427,-0.024,0.042,0.696,PERSONAL,MORTGAGE,N,21872
33,32400,8.0,11000,6.99,0.34,10,-0.012,0.22,-0.021,0.05,-0.081,0.362,0.042,0.769,EDUCATION,RENT,N,21873
31,77940,3.0,16250,10.99,0.21,10,-0.006,-0.081,-0.022,0.069,-0.041,-0.082,-0.005,0.042,DEBTCONSOLIDATION,MORTGAGE,N,21874
29,78000,2.0,18000,6.62,0.23,5,-0.0,-0.048,0.001,0.064,-0.141,-0.065,0.002,0.022,PERSONAL,MORTGAGE,N,21875
33,78000,17.0,3200,13.49,0.04,6,0.004,0.049,-0.025,-0.094,0.016,0.005,-0.031,0.133,MEDICAL,MORTGAGE,N,21876
29,35000,4.0,11000,8.59,0.31,10,0.026,0.141,0.033,0.026,-0.031,0.417,0.088,0.91,MEDICAL,RENT,N,21877
33,78000,6.0,20000,15.96,0.26,10,0.002,0.016,-0.031,0.165,0.302,-0.128,-0.034,0.502,MEDICAL,MORTGAGE,N,21878
28,78000,0.0,19700,7.9,0.25,9,0.003,-0.05,0.0,0.113,-0.106,-0.118,-0.01,0.042,HOMEIMPROVEMENT,MORTGAGE,N,21879
28,78000,7.0,10000,9.91,0.13,5,0.005,0.028,0.026,-0.002,-0.051,-0.055,0.004,0.164,HOMEIMPROVEMENT,MORTGAGE,N,21880
27,120000,2.0,11050,12.69,0.09,7,0.007,-0.212,-0.008,0.025,0.009,-0.01,0.0,0.022,DEBTCONSOLIDATION,RENT,N,21881
31,72000,4.0,9000,15.96,0.13,5,0.024,-0.104,-0.055,0.016,0.244,-0.034,0.004,0.306,EDUCATION,MORTGAGE,Y,21882
30,78000,1.0,26000,15.96,0.33,5,-0.054,-0.094,0.05,0.057,0.273,0.046,-0.004,0.484,VENTURE,MORTGAGE,Y,21883
28,78000,12.0,12000,10.99,0.15,10,-0.007,-0.008,0.017,-0.002,-0.041,-0.081,-0.019,0.07,MEDICAL,MORTGAGE,N,21884
27,61200,3.0,13000,8.49,0.18,10,0.001,-0.062,-0.017,0.021,-0.064,-0.054,-0.005,0.028,MEDICAL,MORTGAGE,N,21885
28,78000,1.0,5000,12.99,0.06,7,0.008,0.014,0.006,-0.075,0.043,-0.016,-0.005,0.184,HOMEIMPROVEMENT,MORTGAGE,Y,21886
32,78000,3.0,8000,6.99,0.1,10,-0.006,-0.009,-0.013,-0.018,-0.09,-0.043,-0.015,0.016,DEBTCONSOLIDATION,MORTGAGE,N,21887
29,72000,12.0,12000,15.62,0.17,9,-0.003,-0.143,-0.065,0.017,0.259,-0.058,-0.005,0.211,DEBTCONSOLIDATION,MORTGAGE,Y,21888
35,78000,9.0,9450,10.99,0.12,8,-0.022,0.034,0.018,0.004,-0.044,-0.037,-0.003,0.158,HOMEIMPROVEMENT,MORTGAGE,N,21889
32,50000,3.0,11100,10.59,0.22,10,-0.009,-0.085,-0.011,-0.009,-0.034,-0.044,-0.007,0.012,HOMEIMPROVEMENT,RENT,N,21890
31,75000,5.0,11100,6.03,0.15,5,0.001,-0.078,-0.011,0.006,-0.084,-0.04,0.001,0.004,HOMEIMPROVEMENT,RENT,N,21891
